level_0,Platform,Post ID,Post Type,Post Content,Post Timestamp,Date,Weekday Type,Time,Time Periods,Likes,Comments,Shares,Impressions,Reach, Engagement Rate ,Audience Age,Age Group,Audience Gender,Audience Location,Audience Continent,Audience Interests,Campaign ID,Sentiment,Influencer ID
10551,LinkedIn,2c2017a7-5109-45bc-ad01-4b6a41438c0e,Image,Summer store capital we foot.,1/30/2024 17:31,1/30/2024 (Tuesday),Weekday,17:31:43,Afternoon,680,835,686,4838,4658,16.86,58,Senior Adults,Female,Kenya,Africa,station,,Mixed,
10552,LinkedIn,a3caeecf-6806-481f-8eb6-3b57947f5de0,Video,Reduce particularly list research company her three mission.,7/23/2021 19:33,7/23/2021 (Friday),Weekday,19:33:15,Evening,1602,1276,901,7651,3665,48.13,25,Adolescent Adults,Female,Georgia,Asia,while,,Neutral,
10555,Facebook,5072e33d-a325-45c6-bbd1-7be3480a6a06,Image,Decade contain note among.,8/4/2022 10:25,8/4/2022 (Thursday),Weekday,10:25:34,Morning,1416,1000,736,7608,4671,33.21,65,Senior Adults,Other,Anguilla,NorthAmerica,international,,Mixed,
10556,Twitter,d9c3059e-6866-4f7e-b56a-308c0a548654,Link,Family myself strong gun bring.,8/23/2022 19:34,8/23/2022 (Tuesday),Weekday,19:34:24,Evening,1070,1044,979,6576,5690,8.2,18,Adolescent Adults,Other,Vanuatu,Oceania,style,,Negative,
10557,Instagram,a9c97c4c-ea88-496f-aae9-42e10b08beca,Image,Father general morning church.,9/8/2022 16:14,9/8/2022 (Thursday),Weekday,16:14:04,Afternoon,1296,1112,1197,5674,4169,19.09,60,Senior Adults,Male,Luxembourg,Europe,machine,,Positive,
10559,Instagram,69d2a0f6-2042-4408-9b48-cb411b71103c,Link,History serious from work church.,7/16/2022 2:05,7/16/2022 (Saturday),Weekend,2:05:14,Night,1264,1097,664,9140,1496,136.72,54,Senior Adults,Female,Niue,Oceania,mind,,Positive,
10564,Instagram,f77efd65-1d7f-4b57-bed9-de4ab10d34b4,Link,Consumer local detail worker my.,7/4/2021 18:17,7/4/2021 (Sunday),Weekend,18:17:25,Evening,1122,1038,641,2456,2707,47.51,36,Mature Adults,Male,Rwanda,Africa,career,,Mixed,
10565,Instagram,d3c76f5c-4551-446f-baac-de5b1c3cb720,Image,Talk investment central mean suffer resource.,2/4/2023 13:36,2/4/2023 (Saturday),Weekend,13:36:37,Afternoon,1861,1087,1157,3391,3028,54.49,28,Adolescent Adults,Other,Jordan,Asia,certain,,Positive,
10571,Facebook,d61f97a1-5537-443c-bf29-b2d50d698e04,Image,Unit participant pass rise.,4/21/2022 10:04,4/21/2022 (Thursday),Weekday,10:04:18,Morning,1251,765,790,8318,4977,22.98,36,Mature Adults,Male,Somalia,Africa,door,,Mixed,
10575,Instagram,04fcbaa9-9459-4481-9074-9494a51b3809,Link,Any career strong least eight.,10/11/2021 8:22,10/11/2021 (Monday),Weekday,8:22:48,Morning,1027,778,631,7579,4065,18.35,45,Mature Adults,Male,Sweden,Europe,up,,Positive,
10576,LinkedIn,ec803134-83c3-4c34-a3f9-1ab25749cd24,Image,Top task those list single standard add.,6/1/2022 2:31,6/1/2022 (Wednesday),Weekday,2:31:20,Night,523,855,501,7978,3114,14.5,23,Adolescent Adults,Male,Guam,Oceania,too,,Mixed,
10577,Facebook,0f50d66c-fb36-4d48-8804-a5333da2ecdb,Image,Daughter too water inside.,9/17/2021 5:01,9/17/2021 (Friday),Weekday,5:01:56,Night,938,939,729,9796,5573,16.21,51,Senior Adults,Female,Paraguay,SouthAmerica,us,6dc9336a-2238-4508-b799-fc7c89a673c1,Positive,
10580,LinkedIn,3c9c49bb-1884-438c-b33e-8188cd7988bf,Image,Pm clear stop wall itself good.,4/18/2023 12:51,4/18/2023 (Tuesday),Weekday,12:51:52,Afternoon,737,973,619,7671,4509,20.68,51,Senior Adults,Other,Slovakia (Slovak Republic),Europe,assume,82604d5e-54c9-4c5a-af51-8e3735b0fa53,Mixed,
10581,Facebook,ba97951f-a894-4eb6-b24f-0fb0b9512774,Image,Inside understand I determine various later.,7/10/2022 7:17,7/10/2022 (Sunday),Weekend,7:17:03,Morning,838,911,740,5715,3412,24.5,52,Senior Adults,Male,Hong Kong,Asia,some,,Mixed,
10582,Instagram,950da6a3-57e1-40fe-8131-5edd1d91db3f,Video,White difficult recognize phone option hold business education.,5/3/2022 14:50,5/3/2022 (Tuesday),Weekday,14:50:50,Afternoon,1590,1454,1489,9905,2086,80.53,45,Mature Adults,Female,Bulgaria,Europe,property,,Positive,
10585,Twitter,fa66dc76-1fca-4ddd-bdb8-b64e7c2f724b,Image,Alone question better realize charge none establish brother.,3/9/2021 20:10,3/9/2021 (Tuesday),Weekday,20:10:45,Evening,1893,1759,1388,9950,4907,31.61,28,Adolescent Adults,Other,Paraguay,SouthAmerica,small,,Mixed,a7f176b8-8972-4ff3-b7a5-afea26bf2e21
10586,LinkedIn,a55cbe4b-b05f-4a30-a386-20dcbe4ad08e,Link,Save set leave success show.,6/7/2023 17:47,6/7/2023 (Wednesday),Weekday,17:47:03,Afternoon,361,187,277,7899,3324,16.28,61,Senior Adults,Female,Liberia,Africa,skill,e4148f6e-da97-4328-a62c-10ef5ac34897,Mixed,
10587,Twitter,74be96aa-b1ef-46f5-b308-d0e6d7c5aa98,Link,Husband explain product individual issue example nation.,12/14/2022 6:37,12/14/2022 (Wednesday),Weekday,6:37:46,Morning,1753,1382,1093,8619,1846,161.52,35,Mature Adults,Other,Fiji,Oceania,detail,38014cda-0481-4776-9588-2e9d314c273a,Positive,
10588,Instagram,7028e85d-1733-4100-8825-78caa583ae95,Image,Trouble beat choose left speech recognize.,8/25/2021 6:33,8/25/2021 (Wednesday),Weekday,6:33:43,Morning,1787,1015,1165,2904,3690,35.95,32,Mature Adults,Male,Rwanda,Africa,military,,Positive,
10590,Twitter,7a02acae-c2ac-49eb-91eb-c57bf0ac01ac,Image,Task point usually chance.,7/31/2021 19:49,7/31/2021 (Saturday),Weekend,19:49:44,Evening,1594,1705,1490,7243,5160,23.03,30,Adolescent Adults,Female,Cameroon,Africa,condition,,Mixed,
10592,Facebook,d769afe0-0118-484d-a349-7ef14ba4f2d6,Video,Can good simply idea half education Mr sister.,12/20/2021 21:51,12/20/2021 (Monday),Weekday,21:51:05,Evening,1139,1067,1009,5285,2834,26.63,21,Adolescent Adults,Male,Chad,Africa,treatment,,Negative,
10593,LinkedIn,5e7e6b32-6d17-461f-a340-4acef669fcd9,Video,Performance health picture security.,9/17/2023 9:34,9/17/2023 (Sunday),Weekend,9:34:53,Morning,1306,1118,994,6000,4289,29.18,36,Mature Adults,Male,Spain,Europe,lay,3658442d-6dda-437b-b2d4-e0203996175f,Mixed,
10594,Facebook,37e875fc-53bc-4d2b-972a-d5713da25ba0,Video,Responsibility hit about ok.,2/7/2022 13:16,2/7/2022 (Monday),Weekday,13:16:26,Afternoon,1875,1348,960,2640,1466,262.01,29,Adolescent Adults,Other,South Georgia and the South Sandwich Islands,SouthAmerica,picture,,Mixed,
10595,Twitter,2ab51063-f800-4439-94eb-1a170ad9b82e,Link,Key short body fill whole.,10/20/2021 1:41,10/20/2021 (Wednesday),Weekday,1:41:16,Night,1843,987,1007,1307,1705,141.24,18,Adolescent Adults,Female,Philippines,Asia,machine,07454f83-cbf9-4ebb-bd55-33a726f03457,Positive,
10596,LinkedIn,9dd46813-b14b-4563-b97f-7ac33a0834f2,Link,Product speech carry so western each far.,2/5/2023 23:50,2/5/2023 (Sunday),Weekend,23:50:09,Night,269,110,277,8296,3650,10.03,65,Senior Adults,Other,Mali,Africa,down,,Negative,
10597,Twitter,705d41f6-a0ed-4abf-ab94-05a37bba2eb5,Image,Unit amount return animal.,1/14/2024 16:52,1/14/2024 (Sunday),Weekend,16:52:51,Afternoon,1834,1740,1339,8593,5267,25.54,21,Adolescent Adults,Female,Tuvalu,Oceania,when,,Mixed,
10598,Facebook,eeacd24f-1a1c-4cb8-b39a-715666a94958,Link,Shoulder finish four someone realize person.,9/18/2021 22:34,9/18/2021 (Saturday),Weekend,22:34:21,Night,662,592,308,9170,4317,23.37,52,Senior Adults,Female,Palestinian Territory,Asia,TV,802cec13-9df8-4113-bb3b-9932981602c9,Positive,
10599,Twitter,47600e5e-ef32-4cb6-bd49-87e91fe47c86,Link,Notice will past like risk health theory property.,5/23/2023 14:59,5/23/2023 (Tuesday),Weekday,14:59:21,Afternoon,1205,1171,1061,8824,1886,74.75,23,Adolescent Adults,Female,Argentina,SouthAmerica,full,,Positive,c6b73183-da05-4631-9830-2944ad146eb4
10600,Facebook,95e09aad-aeaf-493f-8696-3177e388a5b8,Video,Want relate word.,4/1/2022 9:19,4/1/2022 (Friday),Weekday,9:19:05,Morning,906,1369,1022,9651,1870,61.55,42,Mature Adults,Other,Chad,Africa,successful,,Mixed,
10603,LinkedIn,5960291d-96ee-49f5-82be-591207140322,Link,Shake beautiful challenge street speech authority.,4/18/2023 10:39,4/18/2023 (Tuesday),Weekday,10:39:14,Morning,183,530,220,5303,4880,13.24,63,Senior Adults,Female,Slovakia (Slovak Republic),Europe,contain,,Negative,
10604,LinkedIn,55116c66-c2bb-45c0-9c81-4984660712fb,Video,Teach able coach every drug then serious.,4/14/2022 12:22,4/14/2022 (Thursday),Weekday,12:22:43,Afternoon,1063,1073,807,7806,4074,16.59,21,Adolescent Adults,Female,Benin,Africa,outside,,Mixed,
10605,Facebook,d09f8618-666e-4840-935f-6f17c5de8c67,Video,Education understand mention listen five.,8/11/2023 18:02,8/11/2023 (Friday),Weekday,18:02:01,Evening,1394,1094,1007,5926,4800,20.38,32,Mature Adults,Male,Norway,Europe,move,,Neutral,
10608,Facebook,eb7b59f9-69ed-443c-a972-2e1f22eaa84d,Link,Little organization even oil.,2/15/2022 11:59,2/15/2022 (Tuesday),Weekday,11:59:03,Morning,794,663,358,6221,2794,46.84,36,Mature Adults,Other,Mayotte,Africa,personal,,Mixed,
10610,Instagram,0c9086c6-6b33-448f-8387-0e874a4ad8f7,Video,However fear feeling international within surface.,12/7/2021 2:21,12/7/2021 (Tuesday),Weekday,2:21:37,Night,1858,1603,1330,4282,5237,22.63,53,Senior Adults,Female,Guatemala,NorthAmerica,notice,,Positive,
10613,Twitter,8c261ffd-7188-4fe6-b5bf-d4cbda9ba8ce,Image,Ground site make job art onto after spring.,9/2/2022 15:34,9/2/2022 (Friday),Weekday,15:34:28,Afternoon,2177,1634,1481,7250,2905,86.73,32,Mature Adults,Other,Niger,Africa,without,,Mixed,
10614,Twitter,5e2d5c3f-0164-45d4-8a2f-ec642e5fb7e5,Image,Prepare reason with leader.,8/5/2021 19:10,8/5/2021 (Thursday),Weekday,19:10:20,Evening,2077,1344,1358,4295,4038,32.1,36,Mature Adults,Female,Rwanda,Africa,join,,Mixed,
10619,Instagram,87243f31-99ba-4af0-ba14-cf4f0b52f1f3,Link,Kind yes act public attack whole.,10/9/2021 23:46,10/9/2021 (Saturday),Weekend,23:46:42,Night,793,708,682,9301,4428,10.01,19,Adolescent Adults,Other,Equatorial Guinea,Africa,TV,,Mixed,
10620,Facebook,96622b93-7c26-4f02-859b-048f4133a2cc,Image,Never three stay throw body drive.,5/26/2022 1:29,5/26/2022 (Thursday),Weekday,1:29:17,Night,746,999,719,3272,3137,26.17,23,Adolescent Adults,Female,Malaysia,Asia,official,,Negative,
10622,Twitter,38734190-39bd-4612-ac72-f143b62809ad,Video,Research state detail last property maintain hear.,11/20/2021 17:45,11/20/2021 (Saturday),Weekend,17:45:12,Afternoon,1646,2020,1781,9418,5401,17.02,62,Senior Adults,Male,Malawi,Africa,skill,,Mixed,
10625,Twitter,5327e7c0-0ba7-4d76-9070-eed00dcb8c13,Link,Education lawyer college central.,11/5/2022 13:57,11/5/2022 (Saturday),Weekend,13:57:37,Afternoon,978,1174,1057,3545,3960,16.63,55,Senior Adults,Male,Congo,Africa,growth,,Negative,
10626,Instagram,5f1475e1-bffa-4ed7-b582-3bedb922f33f,Link,Air technology suffer agree movement miss art.,9/5/2023 13:58,9/5/2023 (Tuesday),Weekday,13:58:53,Afternoon,865,1081,723,9192,1104,172.42,49,Senior Adults,Female,Jamaica,NorthAmerica,continue,,Mixed,
10633,Twitter,61e3e1cd-ac36-4a6c-b88f-1f797922a15c,Video,Model detail experience.,8/11/2023 5:47,8/11/2023 (Friday),Weekday,5:47:18,Night,2518,1903,1681,4840,2935,97.53,61,Senior Adults,Male,Vanuatu,Oceania,purpose,,Neutral,
10634,Instagram,7c2e21ba-0783-45b1-a35e-57ddf5744dc5,Image,Pick most page no physical wind director.,10/3/2022 23:21,10/3/2022 (Monday),Weekday,23:21:43,Night,1691,1031,1032,5408,2242,60.71,22,Adolescent Adults,Other,Sao Tome and Principe,Africa,reflect,,Mixed,
10636,Facebook,b5e546ff-98f9-4d59-86c6-7eb7ceca7c01,Link,Person nearly film me despite.,6/12/2023 15:03,6/12/2023 (Monday),Weekday,15:03:18,Afternoon,1033,285,334,9295,3021,37.29,52,Senior Adults,Male,Zimbabwe,Africa,born,,Mixed,
10638,Facebook,02172302-6a84-4698-b3f3-62f700ceb16f,Link,Early need almost around choice in.,10/5/2023 10:02,10/5/2023 (Thursday),Weekday,10:02:44,Morning,308,471,221,3409,3470,12.23,42,Mature Adults,Female,Holy See (Vatican City State),Europe,notice,,Mixed,bca03769-74cc-4a92-8a7d-d18d8772456b
10639,LinkedIn,4f456499-62ba-4998-a41c-45eedfd1f11d,Video,Three someone data about low book.,11/10/2021 2:42,11/10/2021 (Wednesday),Weekday,2:42:46,Night,1056,839,808,9489,4861,7.46,38,Mature Adults,Other,Guadeloupe,NorthAmerica,artist,,Positive,7accae55-7b6d-40e2-b886-469ca8ce87a5
10640,Facebook,7e15c4da-ea08-49a3-bedf-44602266b421,Video,Laugh either miss ready understand a sing health.,2/4/2024 10:43,2/4/2024 (Sunday),Weekend,10:43:50,Morning,1213,1067,1100,6371,4398,19.44,50,Senior Adults,Other,Holy See (Vatican City State),Europe,enjoy,,Mixed,
10644,Facebook,4abed1cd-f70e-43d8-8c59-50d075a76910,Link,Treat sound debate audience daughter various simple.,8/19/2021 13:30,8/19/2021 (Thursday),Weekday,13:30:22,Afternoon,1145,364,337,3580,2171,63.22,57,Senior Adults,Male,Mongolia,Asia,effort,,Mixed,
10645,Instagram,11c19778-d000-4daf-b5e5-abbd2a9aced0,Image,How for make region.,5/26/2022 4:42,5/26/2022 (Thursday),Weekday,4:42:47,Night,1491,1121,1179,7191,3546,31.07,30,Adolescent Adults,Female,Morocco,Africa,child,,Mixed,
10646,Instagram,5fa4796c-4926-42f8-9245-fb6dd9ccfb09,Link,Spend against take value full similar among.,9/11/2022 6:02,9/11/2022 (Sunday),Weekend,6:02:07,Morning,637,1008,652,5496,5067,11.13,31,Mature Adults,Female,Maldives,Asia,say,,Negative,
10647,LinkedIn,96b8db2a-2828-4b25-b7e6-a025d4609321,Link,Wide view change mean sit money girl tough.,12/22/2022 2:48,12/22/2022 (Thursday),Weekday,2:48:11,Night,429,202,192,8543,659,93.56,54,Senior Adults,Male,French Polynesia,Oceania,already,,Mixed,
10649,LinkedIn,5ef8ba28-f30a-4dc0-a49a-d4868250fd35,Link,Power month some claim discussion design same.,7/11/2023 3:31,7/11/2023 (Tuesday),Weekday,3:31:05,Night,621,501,162,2533,1737,60.11,58,Senior Adults,Male,Nigeria,Africa,nice,f8eacc76-e10b-48e4-b2c4-ae49b08e7bf2,Mixed,5e69c5b8-c81a-400c-8f32-56a7fba40085
10654,LinkedIn,e6738936-224f-460a-ad7f-b17211ce824c,Video,Most add way politics.,11/18/2023 1:11,11/18/2023 (Saturday),Weekend,1:11:36,Night,1501,905,917,4696,3215,38.22,45,Mature Adults,Other,Dominican Republic,NorthAmerica,page,,Mixed,
10655,Twitter,b5796499-8361-4139-8eb6-e4281b814fdc,Link,Clearly our she fund Congress prevent a.,4/3/2021 1:01,4/3/2021 (Saturday),Weekend,1:01:04,Night,1676,1126,1011,8280,5596,23.7,35,Mature Adults,Male,French Guiana,SouthAmerica,join,,Positive,
10656,Instagram,4be73060-b591-4795-8294-5c97b89d590c,Video,Social although rock ever investment.,7/18/2023 10:10,7/18/2023 (Tuesday),Weekday,10:10:29,Morning,2157,1521,1386,5682,5432,28.17,59,Senior Adults,Female,Russian Federation,Europe,nice,,Positive,
10660,Twitter,7ba70ff4-6c24-41f8-8e35-589a166c36b1,Image,Financial station thank deal choose would identify.,8/17/2021 16:50,8/17/2021 (Tuesday),Weekday,16:50:39,Afternoon,2122,1745,1432,9250,3448,65.13,24,Adolescent Adults,Other,Gibraltar,Europe,art,,Mixed,
10663,Facebook,aaf624de-c52e-43fb-a60c-7f6e161f5f3a,Image,Role contain my boy.,10/11/2023 3:10,10/11/2023 (Wednesday),Weekday,3:10:23,Night,857,602,623,5593,2403,15.64,46,Senior Adults,Female,Honduras,NorthAmerica,son,,Positive,
10666,Facebook,618d19da-5352-411a-9214-47753744df6a,Link,Down thank art.,11/3/2022 4:09,11/3/2022 (Thursday),Weekday,4:09:41,Night,1161,597,219,5805,1152,144.64,28,Adolescent Adults,Other,San Marino,Europe,visit,,Mixed,
10667,LinkedIn,071a2dc4-aaff-446e-b76a-9e45a957e1be,Image,Black their something stuff.,2/19/2023 4:36,2/19/2023 (Sunday),Weekend,4:36:42,Night,1283,736,533,3900,1413,115.22,18,Adolescent Adults,Female,Netherlands Antilles,NorthAmerica,he,,Negative,
10668,Instagram,bce10a40-f1fc-4b1e-bf52-3f2aa2f7894c,Image,Clearly voice parent space yet research.,9/16/2021 1:24,9/16/2021 (Thursday),Weekday,1:24:04,Night,1093,1469,1008,8904,4349,17.02,18,Adolescent Adults,Other,Cambodia,Asia,author,,Mixed,
10670,Twitter,65b13e72-aeea-4040-9561-c73567d7e334,Image,Unit century house identify nice.,2/28/2023 15:12,2/28/2023 (Tuesday),Weekday,15:12:06,Afternoon,2126,1693,1334,9455,3038,72.09,40,Mature Adults,Male,Wallis and Futuna,Oceania,purpose,,Neutral,
10673,Twitter,60c0eaf8-1675-49a6-b413-5cbbffd1db36,Link,Consider no per wrong artist walk arrive throughout.,7/6/2022 11:28,7/6/2022 (Wednesday),Weekday,11:28:59,Morning,1263,1205,1014,6554,5805,15.94,55,Senior Adults,Female,Niger,Africa,stand,,Mixed,9fbf5764-6781-4e90-bf94-93217d000b9a
10674,LinkedIn,320f77a2-d07f-49a9-bd52-c6f15b8f90e1,Link,Finally seek major life.,9/7/2022 16:28,9/7/2022 (Wednesday),Weekday,16:28:00,Afternoon,988,144,256,8138,2796,40.36,58,Senior Adults,Male,Somalia,Africa,teacher,a57072bc-619c-4fe4-a7ca-384b61fc69de,Negative,
10676,Twitter,3ae650d3-3ee7-429e-a6bd-7b3ccb973d2a,Image,Reflect line cover development.,5/18/2022 10:30,5/18/2022 (Wednesday),Weekday,10:30:01,Morning,2202,1743,1414,3441,1855,262.88,34,Mature Adults,Female,Japan,Asia,star,,Mixed,
10682,Instagram,ba7aa84c-c66d-474c-b90a-fecb1e1aa0c1,Link,Affect pattern increase.,5/30/2022 2:33,5/30/2022 (Monday),Weekday,2:33:36,Night,1246,749,622,8061,3669,26.62,59,Senior Adults,Female,Ecuador,SouthAmerica,big,bfd53b7d-e657-49dc-a9c0-4b5e91ca6d8c,Positive,
10686,Instagram,a2c94d2d-7d66-4c6b-88ca-9732ccc9b39d,Video,Investment sea history lot speak off player dog.,1/8/2024 10:35,1/8/2024 (Monday),Weekday,10:35:57,Morning,2129,1332,1466,8262,2840,66.69,33,Mature Adults,Male,Svalbard & Jan Mayen Islands,Europe,onto,,Positive,
10687,Twitter,7a8ac2c0-ed12-4e6e-8f2e-fc615925d487,Image,What clear growth open glass.,6/30/2022 6:32,6/30/2022 (Thursday),Weekday,6:32:19,Morning,1698,1696,1466,3933,2565,75.89,36,Mature Adults,Male,Albania,Europe,town,,Mixed,
10693,LinkedIn,a3f14732-60f7-45af-9c58-9e5d613f1cdd,Video,Sign cost environmental him industry another name.,10/28/2023 1:52,10/28/2023 (Saturday),Weekend,1:52:55,Night,865,1215,967,5589,4684,16.66,49,Senior Adults,Female,Cameroon,Africa,key,,Mixed,
10694,Twitter,b242ffd9-b1fd-41fb-8cbe-e43e26c89a17,Image,Sister bar space nature discover force street.,11/15/2021 7:06,11/15/2021 (Monday),Weekday,7:06:36,Morning,1878,1533,1361,7126,4664,25.92,65,Senior Adults,Female,Finland,Europe,part,a4016817-d275-4e00-a68f-caa6d7fdc1f5,Negative,
10696,Facebook,f79dcfc8-0050-4d81-99f8-e2e631afd041,Video,Glass win science others.,4/17/2022 9:01,4/17/2022 (Sunday),Weekend,9:01:59,Morning,1299,1055,1018,9659,2612,39.25,18,Adolescent Adults,Female,United Arab Emirates,Asia,positive,f564fb21-f940-4414-bc29-646412cc093a,Mixed,
10697,LinkedIn,37393c40-9f0c-42d4-9314-e1fb757ebef9,Video,Chair on per deep loss order night.,2/10/2024 7:01,2/10/2024 (Saturday),Weekend,7:01:51,Morning,1142,1044,901,6657,4320,19.52,45,Mature Adults,Other,Peru,SouthAmerica,up,fee5b58f-cfb0-419d-af7e-4693ebe3d97d,Negative,
10700,LinkedIn,d87554df-4507-42a5-8283-00ec222da9ca,Video,Cultural pick national clearly edge owner like.,3/7/2022 21:43,3/7/2022 (Monday),Weekday,21:43:04,Evening,1285,1223,942,4352,2361,67.26,64,Senior Adults,Female,Greenland,NorthAmerica,word,8620bf03-bc9d-43f9-a095-b5df6869950d,Neutral,
10702,Twitter,94d44358-ca30-4e04-82d8-7edad71bb39d,Video,Tree daughter can health road executive continue fund.,8/16/2023 18:43,8/16/2023 (Wednesday),Weekday,18:43:14,Evening,2325,1831,1735,7153,5467,28.21,27,Adolescent Adults,Other,Egypt,Africa,style,,Mixed,
10704,Twitter,d79ef81e-fb62-4ceb-abfb-09c586b03a49,Image,Poor foreign shoulder study compare.,11/30/2021 14:36,11/30/2021 (Tuesday),Weekday,14:36:16,Afternoon,2103,1435,1317,5274,3001,56.14,29,Adolescent Adults,Male,Falkland Islands (Malvinas),SouthAmerica,charge,,Negative,
10705,Facebook,0838a3d1-969e-485d-9c08-634df5e4d0f1,Image,Keep experience cultural age decide race picture all.,1/23/2023 9:07,1/23/2023 (Monday),Weekday,9:07:12,Morning,1132,715,794,6586,2138,54.68,61,Senior Adults,Female,Sierra Leone,Africa,dream,,Mixed,
10707,Facebook,e600c14d-3af3-46b8-abe2-b4c1ff4a2008,Image,Add ever cup nor.,8/26/2022 20:12,8/26/2022 (Friday),Weekday,20:12:17,Evening,1046,939,717,3106,3558,30.49,37,Mature Adults,Female,Georgia,Asia,explain,,Negative,db22411e-b0a7-4824-b7b0-4af7abd0aeeb
10708,Facebook,4c1e89d1-546e-40d7-878b-e8bfd2727095,Image,Instead first agreement help difficult thing true.,12/6/2022 16:38,12/6/2022 (Tuesday),Weekday,16:38:59,Afternoon,606,704,767,4192,3727,8.86,41,Mature Adults,Male,Cambodia,Asia,plant,,Mixed,
10710,LinkedIn,7ab77c10-e718-42d6-8f3c-92aee523200f,Video,Letter human nice friend.,3/24/2022 13:32,3/24/2022 (Thursday),Weekday,13:32:51,Afternoon,1652,996,917,8761,3111,50.41,41,Mature Adults,Female,Barbados,NorthAmerica,base,4903e457-e9df-4aae-a372-547c8918ea19,Neutral,
10711,Facebook,27570278-8e62-40b5-bb74-415ec9ff0bd7,Image,Up father husband happen.,8/31/2023 2:25,8/31/2023 (Thursday),Weekday,2:25:45,Night,612,679,647,3971,1759,11.91,43,Mature Adults,Female,Zambia,Africa,agree,,Mixed,
10713,Twitter,722b2825-d06b-44ae-9851-bf7cd87e644e,Video,Two bit dinner production concern do.,4/22/2021 1:12,4/22/2021 (Thursday),Weekday,1:12:12,Night,1934,1978,1791,6780,4820,28.04,51,Senior Adults,Male,Senegal,Africa,stand,,Mixed,
10715,Facebook,3a07614a-0c41-4034-bf75-3f2e4440f9e7,Link,Base policy hot road through.,7/26/2021 20:32,7/26/2021 (Monday),Weekday,20:32:42,Evening,339,485,219,2394,852,67.94,30,Adolescent Adults,Other,Timor-Leste,Asia,already,,Neutral,9b7cc8ac-a973-4f42-a6f3-a552a637c307
10718,Instagram,36ce2886-96d6-48c3-8412-ad8821f489b6,Video,Policy rather agree offer support every sing.,4/16/2023 21:43,4/16/2023 (Sunday),Weekend,21:43:00,Evening,1521,1576,1348,4791,4038,19.91,51,Senior Adults,Other,Iran,Asia,magazine,,Negative,
10720,Twitter,3b34f2c6-5134-4b6c-8ae2-d154721d8621,Image,If phone either.,7/19/2021 6:06,7/19/2021 (Monday),Weekday,6:06:07,Morning,2083,1364,1335,3885,4890,24.57,39,Mature Adults,Female,Vietnam,Asia,ask,daa425c9-6ddd-41a0-9668-97a0167e7c90,Mixed,
10722,Facebook,8a634431-7c40-4867-b54d-c643f1a71e21,Image,Herself believe support suggest recent interesting data.,9/4/2022 7:19,9/4/2022 (Sunday),Weekend,7:19:42,Morning,1041,968,731,4766,1652,89.35,49,Senior Adults,Male,Botswana,Africa,gun,,Neutral,
10727,Facebook,f7ec5dc3-ea9f-49bc-8d1d-df2a75d69d4c,Link,Public help ago over though.,7/3/2023 22:10,7/3/2023 (Monday),Weekday,22:10:05,Night,401,271,388,6322,1260,43.4,21,Adolescent Adults,Other,United States Virgin Islands,NorthAmerica,say,,Mixed,
10729,Instagram,d5c2d0dc-0066-4dee-8207-7286e7842de4,Image,Develop statement budget contain name campaign benefit.,4/12/2022 4:58,4/12/2022 (Tuesday),Weekday,4:58:46,Night,1393,1370,1085,9910,3133,39.76,65,Senior Adults,Female,Azerbaijan,Asia,force,,Mixed,a1061297-8a62-4a55-bcf7-f5907f8bd16e
10730,Instagram,58945a9d-75b8-4aeb-9d32-960381674c94,Image,Today must certainly process nation get catch white.,8/11/2021 6:37,8/11/2021 (Wednesday),Weekday,6:37:46,Morning,1127,1381,1045,9029,2512,36.57,50,Senior Adults,Male,Iceland,Europe,end,,Mixed,
10732,Twitter,c55e7eba-ea18-42d7-adc0-1357c28fc041,Link,Southern hospital computer threat before fall raise.,8/30/2022 9:53,8/30/2022 (Tuesday),Weekday,9:53:11,Morning,1502,1326,1010,3079,2070,97.26,47,Senior Adults,Other,Cayman Islands,NorthAmerica,big,,Positive,9a296b47-a89f-4940-83b7-cfeb6939c81e
10734,Facebook,238f20da-2b29-4309-a160-7d70d8acdcb5,Link,Government compare type get region worry cup decision.,8/28/2022 11:16,8/28/2022 (Sunday),Weekend,11:16:49,Morning,1046,425,275,9185,1917,66.74,36,Mature Adults,Female,Saint Martin,NorthAmerica,fight,,Mixed,
10737,Instagram,da77479a-af7f-40fc-bdef-d04ac31de032,Video,Sense authority respond line.,2/24/2024 21:17,2/24/2024 (Saturday),Weekend,21:17:05,Evening,2296,1640,1490,5322,5063,40.55,54,Senior Adults,Female,New Zealand,Oceania,section,cf381217-8daf-4d4b-801c-c3ed0da64e06,Positive,
10740,Twitter,4916520f-f0ff-4504-ab98-2ac6a2ea6e52,Video,Happen college data mind miss style inside.,8/24/2023 7:02,8/24/2023 (Thursday),Weekday,7:02:06,Morning,2367,1849,1611,8659,5294,27.8,19,Adolescent Adults,Other,Samoa,Oceania,cold,,Positive,476711fc-dd42-4449-9491-783916b72994
10741,LinkedIn,822c9970-ce12-40a0-b2a5-42ebd90849f3,Link,However system force mouth.,5/21/2023 3:52,5/21/2023 (Sunday),Weekend,3:52:22,Night,373,172,287,8760,2548,21.73,53,Senior Adults,Female,Aruba,NorthAmerica,ahead,aa3d6ee5-3932-445d-8473-6209fd765f12,Mixed,
